"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"25-44",7.2,4.1,11.7,12.4,7.4,19.1,9.7,6.6,13.6,112000,77000,158000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"45-64",5.5,3.4,8.5,2.7,1,5.7,4.1,2.6,6.2,45000,28000,68000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"65+",2.8,1.2,5.5,5.6,2.4,11.1,4.1,2.1,7.2,29000,15000,50000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Non-problem gambler",8.6,6.1,11.8,8.5,5.7,12.1,8.6,6.5,11,202000,153000,260000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Low-risk gambler",18.4,6.4,37.5,15.2,3.8,36.2,16.7,7.7,29.7,18000,8000,32000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,42,17.1,70.4,28000,11000,46000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Maori",6.2,3.2,10.7,8.6,4.2,15.3,7.4,4.6,11.1,35000,21000,52000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Pacific",15.2,5.1,32.2,7.9,3.1,15.9,11.6,5.6,20.4,26000,13000,46000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Asian",2.9,0.7,7.8,3.3,0.3,12.4,3.1,0.9,7.4,14000,4000,34000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"European/Other",7.1,4.9,9.9,7.5,4.9,10.8,7.3,5.5,9.5,199000,150000,259000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Least (1-3)",4.1,2.1,7,6.8,3.7,11.3,5.4,3.2,8.4,63000,37000,98000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Mid (4-7)",7.7,5.1,11,3.7,2.2,5.8,5.8,4.2,7.7,94000,68000,125000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Most (8-10)",4.6,3,6.8,2.6,1.3,4.7,3.6,2.5,4.9,35000,24000,48000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Total",5.8,4.4,7.5,4.4,3.1,5.9,5.1,4.1,6.3,191000,154000,238000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"15-24",7.4,3.1,14.5,3.6,1,9.2,5.4,2.8,9.4,36000,19000,63000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"25-44",5.5,3.4,8.4,6.5,3.8,10.4,6,4.1,8.4,73000,50000,102000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"45-64",6.8,4.4,10,3.5,1.9,6,5.3,3.7,7.2,63000,45000,86000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"65+",2.9,1.4,5.2,2.6,1.1,5,2.7,1.6,4.3,19000,11000,29000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Non-problem gambler",7.3,5.3,9.7,4.8,3.2,6.9,6.1,4.8,7.6,149000,117000,187000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Low-risk gambler",24.2,10.8,42.7,21.7,8.5,41.3,22.9,13.1,35.4,29000,17000,45000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Moderate-risk or problem gambler",36.4,10.5,70,17.2,6.8,33.3,23.4,11.5,39.5,13000,7000,23000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Maori",8.7,5,14,4.9,2.7,8,6.9,4.5,10.2,34000,22000,50000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Pacific",6.4,3.7,10.2,6.2,3,11.2,6.3,4.1,9.1,16000,10000,23000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"Asian",6.4,2.2,14,4.3,0.6,13.8,5.4,2.3,10.4,29000,13000,57000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2016,"European/Other",5.6,4,7.6,4.3,3,5.9,5,3.9,6.2,142000,111000,177000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Least (1-3)",4.5,2.1,8.4,2.9,1,6.5,3.7,2,6.2,47000,25000,79000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Mid (4-7)",4.1,2.4,6.7,4.7,1.4,11.2,4.4,2.4,7.3,69000,38000,114000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Most (8-10)",7.7,5.1,11.2,6.6,3.5,11.2,7.2,4.9,10.1,79000,54000,111000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Total",5.2,3.9,6.9,4.6,2.8,7.2,4.9,3.8,6.4,195000,149000,254000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"15-24",3.9,0.8,11,6.8,0.8,22.8,5.4,1.6,13,36000,11000,88000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"25-44",5.9,3.4,9.3,4.8,2.7,7.9,5.4,3.6,7.6,70000,47000,99000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"45-64",5.2,3,8.3,4,1.6,8.3,4.6,2.8,7.2,55000,33000,86000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"65+",5.3,2.6,9.5,3.2,1.2,6.9,4.3,2.5,6.8,33000,20000,53000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Non-problem gambler",7.6,5.6,10.1,5,3,7.6,6.4,4.8,8.2,155000,118000,2e+05
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Low-risk gambler",8.3,2.1,20.5,12.1,2.9,29.9,10.9,4.1,22.2,15000,6000,32000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,36.8,2.7,87.3,32.1,4.6,74.8,24000,3000,57000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Maori",5.5,3,9.1,4.9,1.8,10.4,5.2,3.1,8.1,27000,16000,42000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Pacific",7.9,4,13.6,4.3,1.5,9.4,6.1,3.5,9.7,16000,9000,26000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"Asian",2,0.7,4.5,7,2.3,15.4,4.4,1.8,8.7,27000,11000,53000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2018,"European/Other",5.8,4.1,8,4,2,7.2,4.9,3.5,6.7,146000,104000,199000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"Least (1-3)",95.7,92.5,97.8,94.7,91.8,96.9,95.3,93.2,96.8,1108000,1084000,1126000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"Mid (4-7)",94.6,92.1,96.4,90.3,86.4,93.4,92.5,90.3,94.3,1507000,1471000,1537000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"Most (8-10)",94.8,92.7,96.4,92.6,88.9,95.4,93.7,91.7,95.4,907000,888000,923000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"Total",95,93.6,96.2,92.3,90.3,93.9,93.7,92.5,94.7,3522000,3477000,3561000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"15-24",96,92.4,98.2,93.5,86.7,97.5,94.7,91.1,97.1,629000,605000,645000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"25-44",95,91.8,97.3,93.3,89.4,96.1,94.2,91.9,96,1147000,1119000,1169000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"45-64",94,91.4,96.1,92.7,89.6,95.1,93.4,91.5,95,1117000,1094000,1136000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"65+",95.8,93.3,97.5,88.4,82.5,92.9,92.2,89.1,94.6,630000,609000,646000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"Maori",89.9,85,93.6,92.3,85.4,96.7,91.1,87.3,94,447000,428000,462000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"Pacific",93.1,87.5,96.7,97.3,94.8,98.9,95.3,92.4,97.3,242000,234000,247000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"Asian",97.1,91.9,99.4,96.3,91.1,98.9,96.8,93.5,98.6,528000,511000,539000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2016,"European/Other",94.5,92.7,96,91.1,88.6,93.2,92.8,91.4,94.1,2652000,2610000,2689000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"Least (1-3)",97.4,94.7,98.9,97.8,95.5,99.1,97.6,95.8,98.7,1232000,1210000,1247000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"Mid (4-7)",95.9,93.5,97.6,94.5,88.3,98,95.2,92.4,97.2,1474000,1430000,1505000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"Most (8-10)",95,92.2,97.1,93.5,89.3,96.5,94.3,91.8,96.2,1034000,1008000,1055000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"Total",95.9,94.5,97,95.2,92.7,97,95.5,94.1,96.6,3753000,3699000,3795000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"15-24",98.1,94.1,99.7,94.1,86.1,98.3,96,91.9,98.4,643000,615000,659000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"25-44",97,95,98.3,96.7,94.2,98.3,96.8,95.4,97.9,1258000,1239000,1272000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"45-64",93.9,90.7,96.3,94.2,87.9,97.9,94.1,91,96.3,1117000,1080000,1144000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"65+",95.4,91.7,97.7,94.9,90.9,97.5,95.1,92.4,97.1,735000,714000,750000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"Maori",94.7,91.2,97.1,94.4,88.5,97.8,94.5,91.6,96.7,488000,473000,499000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"Pacific",97.4,95.1,98.8,96.8,90.7,99.4,97.1,94.3,98.8,254000,247000,258000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"Asian",97.8,93.8,99.5,94.9,83.7,99.3,96.4,91.2,99,582000,550000,598000
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults",2018,"European/Other",95.7,94,97,95,92.6,96.9,95.4,93.9,96.6,2825000,2781000,2861000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"Least (1-3)",87.8,82.3,92,73.3,63.5,81.7,80.7,75.1,85.5,919000,855000,973000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"Mid (4-7)",76.5,71.1,81.3,72.8,67.1,78,74.7,70.6,78.4,1158000,1096000,1216000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"Most (8-10)",74.2,68,79.7,67,59.1,74.3,70.9,66.2,75.3,626000,585000,665000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"Total",79.5,76.3,82.4,71.6,67.6,75.4,75.7,73.1,78,2717000,2626000,2801000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"15-24",68.2,55.6,79.2,57.2,45.3,68.5,62.6,53.7,70.9,404000,347000,458000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"25-44",78.7,72.7,84,71.6,64.1,78.4,75.3,70.5,79.7,872000,817000,923000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"45-64",84,80.3,87.3,74.8,67.8,81,79.6,75.7,83.1,868000,826000,906000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"65+",83.4,77.4,88.3,81,74.4,86.6,82.3,78.2,85.9,573000,544000,598000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"Maori",69.7,62.1,76.6,54.5,44.5,64.2,62.5,56.3,68.5,294000,265000,322000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"Pacific",79.6,70.3,87,70.2,57.9,80.7,74.9,67.6,81.4,167000,151000,181000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"Asian",89.5,80.2,95.5,81.1,67.5,90.8,85.4,76.8,91.7,390000,351000,419000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2014,"European/Other",78.5,74.4,82.1,71.2,66.3,75.8,75,71.9,77.9,2046000,1962000,2124000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"Least (1-3)",86.2,81.9,89.8,79.7,73.6,85,83.1,79.4,86.4,966000,923000,1004000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"Mid (4-7)",80.5,76.3,84.2,76,71.4,80.2,78.3,75.1,81.3,1278000,1226000,1326000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"Most (8-10)",78.2,73.7,82.3,71,65.1,76.4,74.6,70.7,78.1,722000,684000,756000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"Total",81.7,79.4,83.9,75.8,72.8,78.6,78.8,76.9,80.7,2965000,2892000,3034000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"15-24",71.2,61.6,79.6,68.8,59.9,76.8,69.9,63.9,75.5,468000,427000,505000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"25-44",83.4,79.4,86.9,75.1,69.3,80.3,79.3,75.7,82.7,964000,920000,1004000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"45-64",82.9,78.9,86.4,76.4,71.1,81.2,79.9,76.6,82.9,954000,915000,990000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"65+",86.3,81.8,90,83.2,78.1,87.5,84.8,81.3,87.8,579000,555000,6e+05
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"Maori",70,64.2,75.3,64.4,57.4,71,67.3,62.8,71.6,334000,311000,355000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"Pacific",78.5,68.9,86.3,73.9,64,82.2,76.1,69.7,81.8,191000,175000,206000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"Asian",88.2,78.7,94.5,83.8,74.5,90.7,86,80,90.8,469000,436000,495000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2016,"European/Other",81,78.2,83.6,75.1,71.5,78.5,78.1,75.8,80.3,2234000,2167000,2297000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"Least (1-3)",85.7,80.3,90.1,79.9,70.4,87.4,82.8,77.3,87.5,1043000,973000,1103000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"Mid (4-7)",76.1,70.7,81,77.4,70.5,83.4,76.8,72.5,80.6,1192000,1127000,1253000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"Most (8-10)",75.9,70.4,80.7,74.6,67.5,80.7,75.2,70.9,79.2,823000,776000,867000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"Total",79,76,81.8,77.5,73.2,81.3,78.3,75.7,80.6,3074000,2975000,3166000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"15-24",72,59.5,82.3,77.9,61.7,89.5,75,65.8,82.8,502000,441000,554000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"25-44",79.8,75.4,83.8,72.7,65.3,79.3,76.3,72,80.3,989000,932000,1040000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"45-64",79.4,74.2,84,77.6,71.2,83.2,78.6,74.5,82.2,935000,886000,978000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"65+",82.7,77.3,87.3,85,79.8,89.3,83.8,80.1,87.1,648000,619000,674000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"Maori",68.7,61.9,75,71.7,60.8,80.9,70.1,64.1,75.6,360000,330000,389000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"Pacific",79.9,72.7,85.9,77.3,63.9,87.6,78.6,71.5,84.6,204000,186000,220000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"Asian",86.4,75.6,93.6,81.6,68.2,91.1,84,74.9,90.8,507000,452000,548000
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults",2018,"European/Other",78.8,75.4,82,77,72.1,81.4,77.9,75,80.7,2311000,2225000,2391000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"Least (1-3)",77.7,70.4,84,67.8,58.3,76.4,72.8,66.5,78.4,686000,627000,739000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"Mid (4-7)",77.3,72.5,81.6,69.1,63.7,74.2,73.4,69.9,76.8,1092000,1039000,1142000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"Most (8-10)",72.3,67,77.2,62.2,54.3,69.5,67.4,62.5,72,692000,642000,740000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"Total",75.9,72.8,78.8,66.7,62.7,70.4,71.4,69,73.8,2470000,2384000,2552000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"15-24",79.3,70.4,86.5,68.2,57.1,78,73.6,66.7,79.7,444000,403000,481000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"25-44",68.9,63.3,74.1,64.2,57.2,70.8,66.6,62.1,70.9,760000,708000,809000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"45-64",78.2,73.2,82.7,66,59.7,71.9,72.6,68.6,76.3,799000,755000,840000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"65+",81.8,75.5,87,70.7,62.5,77.9,76.3,71.3,80.8,467000,437000,495000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"Maori",62.4,55.4,69,56.4,48.2,64.3,59.5,54.1,64.8,271000,246000,295000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"Pacific",83.4,76.4,89.1,72.6,61.4,82.1,78,72.4,82.9,150000,140000,160000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"Asian",83.3,73.8,90.5,83.6,68.8,93.2,83.5,75.7,89.5,330000,299000,354000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2012,"European/Other",76.7,73,80.2,66.4,61.8,70.7,71.8,68.8,74.6,1926000,1846000,2003000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2014,"Least (1-3)",74.3,64.1,82.8,63.1,54.2,71.4,68.8,62,75.1,781000,704000,852000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2014,"Mid (4-7)",68.9,63.5,73.9,67,60.6,72.9,67.9,63.5,72.1,1050000,982000,1114000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2014,"Most (8-10)",70.7,63.5,77.2,61.9,53.6,69.8,66.7,60.7,72.3,586000,534000,636000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2014,"Total",71,67.1,74.7,64.6,60.4,68.7,67.9,64.9,70.8,2430000,2323000,2532000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2014,"15-24",71.8,60.5,81.3,51.8,39.3,64.1,61.5,53.2,69.3,397000,344000,448000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2014,"25-44",67.3,60.8,73.4,64.9,57.4,71.9,66.2,61.3,70.8,766000,709000,819000
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults",2014,"45-64",72.9,66.7,78.5,67.9,60.7,74.5,70.5,65.6,75,766000,714000,815000
