"indicator","subtopic","short.description","population","group","percent.12","percent.14","percent.16","percent.18","p.value.18.12","p.value.18.14","p.value.18.16","p.value.16.12","p.value.16.14"
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Medium",45.2,40.5,43.7,NA,NA,NA,NA,0.7,0.3
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Olive",41.5,39.9,39.9,NA,NA,NA,NA,0.7,1
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Dark, very dark or black",37.6,37,32.6,NA,NA,NA,NA,0.3,0.4
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Total",33.3,26,33.5,NA,NA,NA,NA,0.9,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Men",32.9,24.8,30.2,NA,NA,NA,NA,0.3,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Women",33.6,27.2,36.5,NA,NA,NA,NA,0.3,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","15-24",38.6,28.9,35.5,NA,NA,NA,NA,0.6,0.2
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","25-44",36,29.4,39.5,NA,NA,NA,NA,0.3,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","45-64",33.3,26.4,32,NA,NA,NA,NA,0.7,0.1
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","65+",22.9,17.3,23.1,NA,NA,NA,NA,1,0.1
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Maori",31.2,28,30,NA,NA,NA,NA,0.7,0.6
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Pacific",24.8,22,29.4,NA,NA,NA,NA,0.4,0.2
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Asian",33.4,31.4,35.5,NA,NA,NA,NA,0.8,0.5
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","European/Other",34.1,25.5,33.1,NA,NA,NA,NA,0.7,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Least (1-3)",39.2,24.4,35.9,NA,NA,NA,NA,0.5,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Mid (4-7)",30.7,27.5,35,NA,NA,NA,NA,0.2,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Most (8-10)",31.5,25.9,27.9,NA,NA,NA,NA,0.3,0.6
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Very fair or fair",36.5,27.6,32.7,NA,NA,NA,NA,0.3,0.1
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Medium",33,24.6,35.9,NA,NA,NA,NA,0.4,0
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Olive",30.6,25.6,32.5,NA,NA,NA,NA,0.7,0.1
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults","Dark, very dark or black",28.4,25.7,31.5,NA,NA,NA,NA,0.6,0.3
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Total",29.4,26.4,33.1,NA,NA,NA,NA,0.1,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Men",24.4,21.4,26.5,NA,NA,NA,NA,0.4,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Women",34,31.1,39.4,NA,NA,NA,NA,0,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","15-24",24.8,30.1,26.6,NA,NA,NA,NA,0.7,0.6
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","25-44",27.9,26.3,33,NA,NA,NA,NA,0.1,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","45-64",29.2,24.8,35.4,NA,NA,NA,NA,0,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","65+",36.9,25.7,35.6,NA,NA,NA,NA,0.7,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Maori",30.1,24.1,30.8,NA,NA,NA,NA,0.8,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Pacific",27.9,26.4,25.3,NA,NA,NA,NA,0.6,0.8
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Asian",20.3,29.3,26.7,NA,NA,NA,NA,0.2,0.7
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","European/Other",30.3,26.4,34.9,NA,NA,NA,NA,0,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Least (1-3)",33,27.2,36.8,NA,NA,NA,NA,0.4,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Mid (4-7)",27.1,26.7,32.8,NA,NA,NA,NA,0.1,0.1
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Most (8-10)",29.3,24.9,29.2,NA,NA,NA,NA,1,0.2
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Very fair or fair",35.3,30.5,39.2,NA,NA,NA,NA,0.2,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Medium",26.4,22.2,33,NA,NA,NA,NA,0,0
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Olive",25.3,27.1,27.2,NA,NA,NA,NA,0.6,1
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults","Dark, very dark or black",25.1,25.2,24,NA,NA,NA,NA,0.8,0.8
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Total",NA,26.8,24.3,25.4,NA,0.4,0.4,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Men",NA,26.3,24.8,25.5,NA,0.7,0.7,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Women",NA,27.2,23.8,25.3,NA,0.4,0.4,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","15-24",NA,6.9,8.1,8.9,NA,0.6,0.8,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","25-44",NA,16.8,14.9,18.9,NA,0.5,0.1,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","45-64",NA,33,29.6,28.6,NA,0.2,0.7,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","65+",NA,51.7,47.4,45.6,NA,0.1,0.6,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Maori",NA,15.3,14.6,18.2,NA,0.4,0.3,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Pacific",NA,18,10.4,11.1,NA,0.1,0.8,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Asian",NA,9,5.9,6.8,NA,0.5,0.7,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","European/Other",NA,32.1,29.3,30.6,NA,0.5,0.5,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Least (1-3)",NA,33.1,32.3,30.5,NA,0.5,0.6,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Mid (4-7)",NA,25.4,22.7,25.3,NA,1,0.3,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Most (8-10)",NA,20,17.3,18.7,NA,0.7,0.6,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Very fair or fair",NA,32.7,29.6,30.6,NA,0.5,0.7,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Medium",NA,26.2,23.8,28.4,NA,0.5,0.1,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Olive",NA,23.9,20.5,19.6,NA,0.2,0.8,NA,NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults","Dark, very dark or black",NA,13.5,13.3,7.2,NA,0.1,0.1,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Total",90.1,89.2,88.7,87.4,0,0.2,0.3,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Men",89.3,88.5,87.1,86.5,0.1,0.3,0.8,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Women",90.9,89.9,90.3,88.3,0.1,0.3,0.2,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","15-24",82.3,80,83.7,79.3,0.5,0.9,0.3,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","25-44",89.8,88.6,88.5,84.9,0,0.1,0.1,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","45-64",91,92.3,88.7,91.7,0.7,0.7,0.1,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","65+",96.9,93.9,94.1,92.1,0,0.3,0.2,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Maori",86.5,86.3,82.7,83.1,0.3,0.3,0.9,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Pacific",88.5,80.9,88,84.8,0.3,0.4,0.3,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Asian",84.5,86.8,91.7,90.8,0.2,0.4,0.8,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","European/Other",91,90.7,88.7,87.5,0,0,0.4,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Least (1-3)",93,90.9,89.6,89.1,0.1,0.4,0.8,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Mid (4-7)",89.8,91.3,88.9,87.4,0.2,0.1,0.4,NA,NA
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults","Most (8-10)",88,83.1,87.3,85.4,0.2,0.4,0.4,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Total",NA,7.9,8.8,9.6,NA,0.1,0.5,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Men",NA,8.4,10.3,11,NA,0.2,0.7,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Women",NA,7.5,7.4,8.2,NA,0.6,0.6,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","15-24",NA,16.9,13.3,15.5,NA,0.8,0.6,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","25-44",NA,8.7,9.1,12.9,NA,0.1,0.1,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","45-64",NA,4.8,8.5,5.7,NA,0.5,0.1,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","65+",NA,3.1,4.7,4.8,NA,0.2,0.9,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Maori",NA,10.8,14.7,11.8,NA,0.7,0.4,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Pacific",NA,11.8,11.7,12.2,NA,0.9,0.9,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Asian",NA,11.1,6.5,8.1,NA,0.5,0.6,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","European/Other",NA,6.5,8.7,9.3,NA,0,0.6,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Least (1-3)",NA,6.7,7.8,6.6,NA,1,0.5,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Mid (4-7)",NA,6.7,9,11.5,NA,0,0.2,NA,NA
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults","Most (8-10)",NA,11.6,9.9,10.3,NA,0.5,0.8,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Total",NA,NA,82.7,82.1,NA,NA,0.7,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Men",NA,NA,82.5,83.7,NA,NA,0.6,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Women",NA,NA,82.9,80.7,NA,NA,0.3,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","15-24",NA,NA,60.9,66.9,NA,NA,0.3,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","25-44",NA,NA,83.3,80.4,NA,NA,0.3,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","45-64",NA,NA,88.6,85.2,NA,NA,0.1,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","65+",NA,NA,93,93.6,NA,NA,0.7,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Maori",NA,NA,76.5,72.7,NA,NA,0.4,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Pacific",NA,NA,80.4,70,NA,NA,0,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Asian",NA,NA,75.3,80.4,NA,NA,0.3,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","European/Other",NA,NA,84.2,83.9,NA,NA,0.8,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Least (1-3)",NA,NA,87.5,82.2,NA,NA,0.1,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Mid (4-7)",NA,NA,82,83.5,NA,NA,0.6,NA,NA
"ind_86","Eating habits within households","Eating together - always/frequently","adults","Most (8-10)",NA,NA,78.3,79.9,NA,NA,0.6,NA,NA
"ind_87","Eating habits within households","Eating together - sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_88","Eating habits within households","Eating together - almost never/never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Total",68.4,64.8,59.5,69.3,0.7,0,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Men",65.8,63.5,55.2,66.5,0.8,0.3,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Women",70.8,66,63.6,72,0.6,0,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","15-24",62.3,63.1,57.9,66.9,0.5,0.6,0.1,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","25-44",69.6,64.7,61,68.5,0.8,0.3,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","45-64",68.6,64.8,58.3,69.7,0.7,0.1,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","65+",71.7,66.2,60.5,72.1,0.9,0.1,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Maori",80.9,79.4,71.4,78.3,0.5,0.8,0.1,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Pacific",89.9,89.1,84.4,90.1,1,0.8,0.1,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Asian",91.4,82.9,84.2,86.8,0.3,0.5,0.6,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","European/Other",63.2,58,51.2,62.7,0.9,0.1,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Least (1-3)",67,55.4,55.5,67.9,0.8,0,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Mid (4-7)",69.4,65.5,56.8,69,0.9,0.3,0,NA,NA
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults","Most (8-10)",68,76,68.8,71.3,0.4,0.2,0.4,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Total",3.2,3.5,2.7,3,0.9,0.6,0.6,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Men",4.5,4.8,4.1,4.3,0.9,0.8,0.9,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Women",1.9,2.3,1.4,1.8,0.9,0.4,0.4,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","15-24",1.4,1.9,2.2,3,0.5,0.7,0.8,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","25-44",1.5,2.7,1.4,1.7,0.7,0.3,0.6,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","45-64",4.4,3.8,3.6,2.7,0.1,0.4,0.4,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","65+",5.8,5.6,4.2,6,0.9,0.8,0.3,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Maori",4.3,2.9,4.7,4.7,0.8,0.2,1,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Pacific",5,4.2,6.4,3.1,0.3,0.5,0.1,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Asian",1.3,1.9,1.2,2,0.8,0.9,0.8,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","European/Other",3.1,3.6,2.6,3.3,0.8,0.8,0.4,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Least (1-3)",1.9,2.3,1.5,2.5,0.7,0.9,0.5,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Mid (4-7)",3.7,2.6,2.8,3.2,0.6,0.6,0.7,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Most (8-10)",3.5,6.5,4.1,3.6,1,0.1,0.6,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Non-problem gambler",3.5,3.8,2.5,2.7,0.3,0.2,0.8,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Low-risk gambler",17.5,11.7,17.1,27,0.4,0.2,0.4,NA,NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults","Moderate-risk or problem gambler",24.8,36.7,37.2,22.3,0.8,0.4,0.2,NA,NA
"ind_90","Wellbeing","Felt isolated from others","adults","Total",NA,26.9,25.4,NA,NA,NA,NA,NA,0.4
"ind_90","Wellbeing","Felt isolated from others","adults","Men",NA,26.3,24.1,NA,NA,NA,NA,NA,0.4
"ind_90","Wellbeing","Felt isolated from others","adults","Women",NA,27.4,26.5,NA,NA,NA,NA,NA,0.7
"ind_90","Wellbeing","Felt isolated from others","adults","15-24",NA,37.4,32.3,NA,NA,NA,NA,NA,0.4
"ind_90","Wellbeing","Felt isolated from others","adults","25-44",NA,25.6,27.5,NA,NA,NA,NA,NA,0.5
"ind_90","Wellbeing","Felt isolated from others","adults","45-64",NA,25.6,23.5,NA,NA,NA,NA,NA,0.4
"ind_90","Wellbeing","Felt isolated from others","adults","65+",NA,21.4,18,NA,NA,NA,NA,NA,0.2
"ind_90","Wellbeing","Felt isolated from others","adults","Maori",NA,24.9,31.3,NA,NA,NA,NA,NA,0.1
"ind_90","Wellbeing","Felt isolated from others","adults","Pacific",NA,28.2,21.7,NA,NA,NA,NA,NA,0.2
"ind_90","Wellbeing","Felt isolated from others","adults","Asian",NA,33.2,23.8,NA,NA,NA,NA,NA,0.2
"ind_90","Wellbeing","Felt isolated from others","adults","European/Other",NA,26.9,26.3,NA,NA,NA,NA,NA,0.8
"ind_90","Wellbeing","Felt isolated from others","adults","Least (1-3)",NA,26.3,24.8,NA,NA,NA,NA,NA,0.7
"ind_90","Wellbeing","Felt isolated from others","adults","Mid (4-7)",NA,27.4,26,NA,NA,NA,NA,NA,0.6
"ind_90","Wellbeing","Felt isolated from others","adults","Most (8-10)",NA,27.2,24.9,NA,NA,NA,NA,NA,0.5
"ind_91","Mental distress","Ever diagnosed with a mental illness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Total",NA,NA,20.4,19.7,NA,NA,0.7,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Men",NA,NA,22,21.8,NA,NA,0.9,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Women",NA,NA,18.9,17.7,NA,NA,0.5,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","15-24",NA,NA,15,17.7,NA,NA,0.6,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","25-44",NA,NA,27.5,24.8,NA,NA,0.4,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","45-64",NA,NA,22,24.6,NA,NA,0.3,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","65+",NA,NA,10.3,5.2,NA,NA,0,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Maori",NA,NA,22.7,16.5,NA,NA,0.1,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Pacific",NA,NA,14.8,16.7,NA,NA,0.6,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Asian",NA,NA,13,12.3,NA,NA,0.9,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","European/Other",NA,NA,23,22.2,NA,NA,0.7,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Least (1-3)",NA,NA,21.8,16.7,NA,NA,0.1,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Mid (4-7)",NA,NA,20.5,22.7,NA,NA,0.4,NA,NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults","Most (8-10)",NA,NA,18.6,19.4,NA,NA,0.8,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Total",NA,NA,63.2,62,NA,NA,0.5,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Men",NA,NA,59.1,57.2,NA,NA,0.5,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Women",NA,NA,67.1,66.7,NA,NA,0.8,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","15-24",NA,NA,58,66,NA,NA,0.2,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","25-44",NA,NA,68.1,62.9,NA,NA,0.1,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","45-64",NA,NA,67,64.5,NA,NA,0.4,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","65+",NA,NA,53.1,53.3,NA,NA,0.9,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Maori",NA,NA,71.3,69,NA,NA,0.6,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Pacific",NA,NA,41.3,44.7,NA,NA,0.5,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Asian",NA,NA,28.1,33.2,NA,NA,0.4,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","European/Other",NA,NA,72,69.8,NA,NA,0.3,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Least (1-3)",NA,NA,69.9,64.1,NA,NA,0.2,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Mid (4-7)",NA,NA,62.2,64,NA,NA,0.6,NA,NA
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults","Most (8-10)",NA,NA,57,56.8,NA,NA,1,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","Total",NA,NA,73.6,81.2,NA,NA,0,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","Men",NA,NA,66.7,79.5,NA,NA,0.1,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","Women",NA,NA,79.7,82.7,NA,NA,0.4,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","15-24",NA,NA,74.5,75.2,NA,NA,0.9,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","25-44",NA,NA,77.1,84.3,NA,NA,0.2,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","45-64",NA,NA,68.5,84.5,NA,NA,0,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","65+",NA,NA,73.5,78.6,NA,NA,0.5,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","Least (1-3)",NA,NA,64.2,76.7,NA,NA,0.2,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","Mid (4-7)",NA,NA,73.1,79.9,NA,NA,0.3,NA,NA
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori","Most (8-10)",NA,NA,78.2,84.2,NA,NA,0.2,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","Total",NA,NA,4.9,4.8,NA,NA,1,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","Men",NA,NA,3.4,5.2,NA,NA,0.7,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","Women",NA,NA,6.2,4.4,NA,NA,0.4,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","15-24",NA,NA,3.6,7.8,NA,NA,0.6,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","25-44",NA,NA,5,3.7,NA,NA,0.5,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","45-64",NA,NA,3.4,2.4,NA,NA,0.6,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","65+",NA,NA,13.6,6,NA,NA,0.2,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","Least (1-3)",NA,NA,1.6,2.3,NA,NA,0.8,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","Mid (4-7)",NA,NA,4.4,2.7,NA,NA,0.4,NA,NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori","Most (8-10)",NA,NA,6.8,7.1,NA,NA,0.9,NA,NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori","Total",NA,NA,4.3,5,NA,NA,0.7,NA,NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori","Men",NA,NA,3.2,2.8,NA,NA,0.8,NA,NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori","Women",NA,NA,5.3,7.1,NA,NA,0.5,NA,NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori","15-24",NA,NA,4.3,7.1,NA,NA,0.6,NA,NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori","25-44",NA,NA,3.9,2.8,NA,NA,0.6,NA,NA
