"indicator","subtopic","short.description","population","year","comparison","adjusted.rate.ratio","adjusted.rate.ratio.low.CI","adjusted.rate.ratio.high.CI","adjusted.for"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Asian vs non-Asian",1.99,0.7,5.63,"Age, Sex"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Maori vs non-Maori",1.71,1.06,2.75,"Age, Sex"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Men: Asian vs non-Asian",2.48,0.76,8.1,"Age"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Men: Maori vs non-Maori",1.54,0.67,3.54,"Age"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Most deprived vs least deprived",1.19,0.61,2.34,"Age, Sex, Ethnicity"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Pacific vs non-Pacific",1.15,0.39,3.38,"Age, Sex"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Women vs men",0.65,0.41,1.05,"Age"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Women: Maori vs non-Maori",1.88,1.07,3.32,"Age"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity"
"ind_92","Experience of discrimination","Treated unfairly because of a mental illness - in general","adults with a diagnosed mental illness",2016,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Asian vs non-Asian",NA,NA,NA,"Age, Sex"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Maori vs non-Maori",1.42,0.61,3.31,"Age, Sex"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Men: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Men: Maori vs non-Maori",NA,NA,NA,"Age"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Pacific vs non-Pacific",NA,NA,NA,"Age, Sex"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Women vs men",0.4,0.19,0.84,"Age"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Women: Maori vs non-Maori",NA,NA,NA,"Age"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity"
"ind_93","Experience of discrimination","Discrimination setting for those who have been treated unfairly because of a mental illness – Workplace","adults with a diagnosed mental illness",2016,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Asian vs non-Asian",0.5,0.28,0.88,"Age, Sex"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Maori vs non-Maori",0.78,0.56,1.09,"Age, Sex"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Asian vs non-Asian",0.58,0.25,1.34,"Age"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Maori vs non-Maori",0.76,0.44,1.33,"Age"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Most deprived vs least deprived",1.49,0.91,2.46,"Age, Ethnicity"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Pacific vs non-Pacific",0.77,0.46,1.27,"Age"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Most deprived vs least deprived",1.28,0.92,1.79,"Age, Sex, Ethnicity"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Pacific vs non-Pacific",0.77,0.54,1.09,"Age, Sex"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women vs men",0.81,0.65,1.01,"Age"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Asian vs non-Asian",0.41,0.2,0.8,"Age"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Maori vs non-Maori",0.8,0.57,1.13,"Age"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Most deprived vs least deprived",1.06,0.7,1.61,"Age, Ethnicity"
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Pacific vs non-Pacific",0.77,0.5,1.18,"Age"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Asian vs non-Asian",0.48,0.36,0.63,"Age, Sex"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Maori vs non-Maori",1.11,1,1.23,"Age, Sex"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Asian vs non-Asian",0.43,0.26,0.71,"Age"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Maori vs non-Maori",1.14,0.95,1.37,"Age"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Most deprived vs least deprived",0.87,0.7,1.09,"Age, Ethnicity"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Pacific vs non-Pacific",0.65,0.48,0.89,"Age"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Most deprived vs least deprived",0.91,0.79,1.04,"Age, Sex, Ethnicity"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Pacific vs non-Pacific",0.69,0.57,0.83,"Age, Sex"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women vs men",1.17,1.07,1.27,"Age"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Asian vs non-Asian",0.51,0.37,0.7,"Age"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Maori vs non-Maori",1.09,0.98,1.21,"Age"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Most deprived vs least deprived",0.93,0.82,1.06,"Age, Ethnicity"
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Pacific vs non-Pacific",0.72,0.6,0.87,"Age"
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age"
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori",2018,"Most deprived vs least deprived",1.11,0.91,1.34,"Age, Sex"
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori",2018,"Women vs men",1.03,0.91,1.18,"Age"
"ind_96","Cultural connectedness","Connectedness - at least somewhat important","adult Maori",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age"
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age"
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex"
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori",2018,"Women vs men",NA,NA,NA,"Age"
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well","adult Maori",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age"
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age"
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex"
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Women vs men",2.66,0.79,8.96,"Age"
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age"
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age"
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Most deprived vs least deprived",1.5,0.4,5.61,"Age, Sex"
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Women vs men",1,0.57,1.75,"Age"
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Women: Most deprived vs least deprived",1.6,0.48,5.35,"Age"
